system:index,Dissolved Reactive Phosphorus,Electrical Conductance,Index,Latitude,Longitude,MNDWI,NDMI,Sample Date,Total Alkalinity,elevation,green,humidity,modis_lc_class,nir,pet,population_3km,precip_0d,precip_1d,precip_3d_sum,slope,soil_clay,soil_ph,soil_sand,swir16,swir22,temp_c,water_occurrence,.geo
779,10,206.8999939,1914,-24.67916679,30.80249977,-0.225441185,-0.055673741,20-03-2012,76.7480011,1110,9645,66.48457279,10,13650,144.5,4112.550285,0,0,0,1.854334169,37,69,42,15259.5,13099,19.43002981,0,"{""type"":""Point"",""coordinates"":[30.80249977111816,-24.679166793823242]}"
0000000000000000077a,81,675,1915,-26.97027779,27.21111107,0.054525856,0.042280861,20-03-2012,130.1069946,1326,8804.5,35.9618221,10,8591,166.2,82.46847761,0,0,0,0,,,,7894,7733,21.3272466,91,"{""type"":""Point"",""coordinates"":[27.211111068725586,-26.970277786254883]}"
0000000000000000077b,171,742,1916,-33.38056183,19.30167007,,,20-03-2012,273.6350098,442,,40.34805625,9,,193.8,10051.8839,0,0,0,1.446738319,19,68,61,,,22.87713267,0,"{""type"":""Point"",""coordinates"":[19.301670074462894,-33.38056182861328]}"
0000000000000000077c,27,229.1999969,1917,-33.31388889,19.07472222,-0.149379328,0.023038925,20-03-2012,44.15499878,92,9148,43.87051437,10,12944,206.90001,444.6597101,0,0,0,4.525898873,17,67,64,12361,10449,24.04502004,0,"{""type"":""Point"",""coordinates"":[19.074722219999998,-33.31388889]}"
0000000000000000077d,10,224.6999969,1918,-28.06833267,31.54999924,-0.216659725,0.023499916,20-03-2012,35.41799927,242,9404,63.32885901,10,15309,149.6,1783.676974,0,0,0,5.078355109,26,68,59,14606,12080,22.25107473,0,"{""type"":""Point"",""coordinates"":[31.54999923706055,-28.06833267211914]}"
0000000000000000077e,10,302.7999878,1919,-29.16166687,23.696389,,,21-03-2012,103.5080032,986,,26.25226243,7,,204.3,69.93351513,0,0,0,0,27,72,52,,,25.70559654,98,"{""type"":""Point"",""coordinates"":[23.696389,-29.16166687011719]}"
0000000000000000077f,10,386.5,1920,-24.183889,30.82388878,-0.103719115,0.076423528,21-03-2012,141.9570007,371,9585.5,52.6000965,10,13757.5,154.2,64.07792484,0,0,0,4.627367506,30,69,53,11804,9706,24.95486412,0,"{""type"":""Point"",""coordinates"":[30.823888778686523,-24.183889]}"
780,10,275.5,1921,-28.44555556,32.32500076,-0.166031292,0.092824593,21-03-2012,135.9029999,11,10500.5,72.67180182,12,17686,142.2,1877.31864,0,0,0,1.054722707,28,62,56,14681.5,11617.5,25.22301191,0,"{""type"":""Point"",""coordinates"":[32.32500076293945,-28.445555560000003]}"
781,10,169.3000031,1922,-27.60222244,29.94277763,-0.185982197,0.055865153,21-03-2012,60.99700165,1214,9419,53.23229763,10,15347,152.6,548.9350025,0,0,0,4.279972834,28,67,51,13723,11019,20.45510826,0,"{""type"":""Point"",""coordinates"":[29.942777633666996,-27.60222244262696]}"
782,10,197.1999969,1923,-33.13082886,18.86277962,-0.141436252,0.029944028,21-03-2012,17.36800003,31,11178.5,58.78884898,12,15779,209.40001,295.4485381,0,0,0,0,23,68,63,14861.5,12985,21.92125409,0,"{""type"":""Point"",""coordinates"":[18.862779617309574,-33.130828857421875]}"
783,10,335.7999878,1924,-30.39805603,30.60194397,-0.135279033,0.206215847,23-03-2012,68.10199738,65,8851.5,84.9841811,9,17659,131,1256.367383,27.17145943,0,27.17145943,3.704791834,24,60,54,11621,9216,24.13564707,0,"{""type"":""Point"",""coordinates"":[30.601943969726573,-30.398056030273438]}"
784,53,514,1925,-30.27401924,30.69602013,-0.182312463,0.076831229,23-03-2012,104.125,35,9625,85.39642599,9,16233.5,130.7,11188.77593,19.57759258,9.788796291,29.36638887,6.806311556,22,60,57,13917,11372,24.20856374,0,"{""type"":""Point"",""coordinates"":[30.69602012634277,-30.274019241333015]}"
785,24,303.7999878,1926,-29.641944,30.6875,-0.114860927,0.121652927,26-03-2012,62.68000031,267,8353.5,67.15710773,9,13436,133.90001,7230.687519,0,0,8.151068288,11.42721237,18,60,65,10521.5,8818,24.26488838,2,"{""type"":""Point"",""coordinates"":[30.6875,-29.64194399999999]}"
786,12,438,1927,-25.99135971,27.84207916,,,26-03-2012,113.4250031,1364,,42.92511462,10,,158.8,2448.916354,0,0,0,2.964988382,26,62,60,,,20.23770739,0,"{""type"":""Point"",""coordinates"":[27.842079162597656,-25.991359710693363]}"
787,10,131.3999939,1928,-29.98777771,29.8516674,-0.174793733,0.165376889,26-03-2012,41.38499832,1004,8901.5,67.69299083,12,17694.5,129.90001,307.9403711,0,0,21.15246587,12.58903658,29,60,45,12672.5,9709.5,19.40046781,0,"{""type"":""Point"",""coordinates"":[29.851667404174794,-29.98777770996094]}"
788,10,260.8999939,1929,-29.758889,30.93527794,,,26-03-2012,44.69300079,181,,78.82860107,14,,130,145042.6098,0,1.62057645,20.70566336,29.84578597,22,59,59,,,24.47338448,0,"{""type"":""Point"",""coordinates"":[30.935277938842777,-29.758889000000003]}"
789,18,1134,1930,-26.98472222,26.63227778,-0.233234353,-0.037067064,26-03-2012,149.423996,1289,9941.5,39.99773898,10,14846.5,174.1,41516.36378,0,0,0,5.189790205,27,68,58,15989.5,13078,22.24722888,0,"{""type"":""Point"",""coordinates"":[26.63227778,-26.984722220000002]}"
0000000000000000078a,15,157.1999969,1931,-33.818056,19.694722,,,26-03-2012,9.085000038,170,,64.08867945,9,,199.7,237.1187776,0,0,0,3.470915624,20,74,66,,,22.37922757,0,"{""type"":""Point"",""coordinates"":[19.694722,-33.818056]}"
0000000000000000078b,163,682,1932,-25.127778,27.628889,-0.252777937,-0.067327119,27-03-2012,199.7050018,959,9767.5,39.07207377,10,14310,176.6,118.6866787,0,0,0,0.927409937,27,71,54,16376,13148,25.14838943,0,"{""type"":""Point"",""coordinates"":[27.628889000000004,-25.127777999999996]}"
0000000000000000078c,66,689,1933,-25.20639038,27.55800056,-0.137725593,0.065375822,27-03-2012,150.3110046,956,9914,39.51559955,10,14911,177,400.101174,0,0,0,5.194470619,29,67,55,13081,10792.5,25.04682693,0,"{""type"":""Point"",""coordinates"":[27.5580005645752,-25.20639038085938]}"
0000000000000000078d,67,843,1934,-24.69514084,27.40905952,-0.13226194,0.075459475,27-03-2012,193.5559998,907,9570.5,39.46024355,12,14526.5,185,154.5506935,0,0,0,14.55362964,33,68,49,12488,10229,25.34557368,0,"{""type"":""Point"",""coordinates"":[27.409059524536133,-24.69514083862305]}"
0000000000000000078e,10,398.1000061,1935,-27.36361122,31.78333282,-0.158242484,0.180731744,27-03-2012,231.3040009,165,8918,50.3261504,9,17685,144.5,201.7192422,0,0,0,2.780288516,26,62,56,12271,9381,28.25784582,0,"{""type"":""Point"",""coordinates"":[31.78333282470703,-27.363611221313477]}"
0000000000000000078f,10,672,1936,-26.64805603,27.089444,-0.23489798,-0.003069789,27-03-2012,247.4210052,1357,9515,42.40014635,10,15263.5,165.40001,550.06735,0,0,0,1.037605708,25,62,62,15357.5,11707.5,22.04788488,0,"{""type"":""Point"",""coordinates"":[27.089444000000004,-26.64805603027344]}"
790,10,805,1937,-26.88027763,26.96500015,-0.187214612,0.093927738,27-03-2012,249.7339935,1302,9434,40.58653466,10,16637,168.40001,153.8451071,0,0,11.56413983,1.393106924,,,,13780,10487,22.80073318,0,"{""type"":""Point"",""coordinates"":[26.96500015258789,-26.880277633666996]}"
791,48,568,1938,-27.573056,24.746389,-0.16757623,0.036716754,27-03-2012,179.4850006,1094,9609.5,41.22436366,10,14506,207,5476.2719,0,0,0,1.397953513,26,65,62,13478.5,10935,23.49205805,0,"{""type"":""Point"",""coordinates"":[24.746389,-27.573056]}"
792,10,389.3999939,1939,-28.768056,20.72055626,-0.124975935,-0.004584396,27-03-2012,152.397995,662,13635.5,54.58142574,7,17370.5,243.1,277.4336398,11.18796062,0,11.18796062,3.303317528,28,73,55,17530.5,15525,23.39212316,23,"{""type"":""Point"",""coordinates"":[20.720556259155277,-28.768056]}"
793,10,533,1940,-34.03194427,22.05333328,-0.129832018,0.009228858,27-03-2012,35.25799942,54,8599,77.22916834,9,11373,148.5,1436.191082,19.94567191,0,42.75253689,27.21565871,16,58,68,11165,9693,19.59313227,0,"{""type"":""Point"",""coordinates"":[22.0533332824707,-34.03194427490235]}"
794,44,382,1941,-34.03972244,22.13333321,-0.205249388,0.048979456,27-03-2012,37.3219986,8,4708.5,77.22916834,9,7876,146.6,140.439838,22.4329415,0,43.31693648,1.854334169,19,64,61,7140.5,5148,19.59313227,0,"{""type"":""Point"",""coordinates"":[22.133333206176758,-34.03972244262696]}"
795,10,158.1999969,1942,-34.075556,20.145556,-0.229667822,-0.048508793,27-03-2012,10.66399956,122,11056,69.75552694,10,16015.5,183,110.1829211,0,0,0,10.59294441,20,71,65,17648.5,14299,20.12454503,0,"{""type"":""Point"",""coordinates"":[20.145556000000003,-34.075556000000006]}"
796,82,691,1943,-25.45963889,28.26430556,,,27-03-2012,203.6109924,1098,,37.77487352,10,,167,213.1377754,0,0,0,2.96339529,23,64,63,,,24.24254634,0,"{""type"":""Point"",""coordinates"":[28.264305560000004,-25.45963889]}"
797,10,658,1944,-25.81048333,27.90955222,-0.176205208,0.009318737,28-03-2012,161.1829987,1184,9586.5,38.32411239,7,13945,163.5,1321.94734,0.339593922,0,0.339593922,3.5999893,27,65,54,13687.5,11171,22.95003599,0,"{""type"":""Point"",""coordinates"":[27.909552220000002,-25.810483330000004]}"
798,10,193,1945,-29.38055611,30.27750015,-0.198587976,0.058719572,28-03-2012,80.11599731,1071,9081,80.42842955,8,15276,128.5,175.6581094,38.28183365,0,76.5636673,2.137672972,27,61,52,13581.5,10485,19.42399432,0,"{""type"":""Point"",""coordinates"":[30.277500152587894,-29.38055610656738]}"
799,10,220.3000031,1946,-30.39805603,30.60194397,-0.133852831,0.218917221,28-03-2012,39.6969986,65,8781,84.6836274,9,17938.5,131,1256.367383,40.10774194,35.39442945,75.50217139,3.704791834,24,60,54,11495,8904,22.93848,0,"{""type"":""Point"",""coordinates"":[30.601943969726573,-30.398056030273438]}"
0000000000000000079a,10,604,1947,-30.27401924,30.69602013,-0.153061949,0.101071382,28-03-2012,70.84400177,35,8951.5,85.1568663,9,14927.5,130.7,11188.77593,50.75179105,20.11173373,70.86352478,6.806311556,22,60,57,12187,9575,23.03914731,0,"{""type"":""Point"",""coordinates"":[30.69602012634277,-30.274019241333015]}"
0000000000000000079b,165,578,1948,-26.73806,27.59193993,,,28-03-2012,164.9450073,1417,,45.77989849,10,,161.40001,1118.464413,0,0,0,0.927409937,25,68,54,,,20.85514666,89,"{""type"":""Point"",""coordinates"":[27.591939926147464,-26.738059997558594]}"
0000000000000000079c,137,640,1949,-26.45000076,28.0858326,-0.182965234,0.049803166,28-03-2012,130.3509979,1476,9794,45.16307704,10,15667,155.90001,2118.426142,0,0.516501166,0.516501166,3.239776951,29,64,53,14180.5,10960,20.61068052,0,"{""type"":""Point"",""coordinates"":[28.085832595825195,-26.45000076293945]}"
0000000000000000079d,10,210.1999969,1950,-30.67972183,26.71249962,0.070098223,0.147391732,28-03-2012,89.45700073,1298,9968.5,77.54140838,13,11657.5,170.8,13357.07497,9.949334399,29.84800293,51.55081085,0,27,69,53,8662.5,8038,17.4869826,35,"{""type"":""Point"",""coordinates"":[26.712499618530273,-30.67972183227539]}"
0000000000000000079e,25,387.2999878,1951,-28.69485092,28.23487091,-0.134206513,0.069752042,28-03-2012,178.6900024,1597,9651,68.95629046,10,14539,148.40001,1038.245201,0.155787668,0,23.036467,2.307897645,23,64,57,12643,10601.5,16.48706398,0,"{""type"":""Point"",""coordinates"":[28.23487091064453,-28.69485092163086]}"
0000000000000000079f,10,194.8000031,1952,-29.615556,27.065278,-0.100699508,0.030038922,28-03-2012,62.24100113,1435,10638.5,73.02211443,10,13827.5,169.8,715.9734245,12.85658707,0,40.5598137,3.328525256,23,69,58,13021,11106,17.43685239,0,"{""type"":""Point"",""coordinates"":[27.065278,-29.615556]}"
000000000000000007a0,10,355,1953,-28.88333321,27.88999939,-0.089391579,0.052991108,28-03-2012,131.1150055,1551,9792,75.02950409,13,13025.5,152.8,52131.44671,24.17463665,0,24.17463665,4.615288416,20,64,61,11714.5,10125,16.22762388,0,"{""type"":""Point"",""coordinates"":[27.88999938964844,-28.883333206176754]}"
000000000000000007a1,13,306.7999878,1954,-34.02861023,22.22221947,-0.159351031,0.081512891,28-03-2012,25.58099937,5,8795.5,73.88206031,2,14283,143.1,8724.909475,0,50.05784988,50.05784988,12.26645581,17,52,65,12130,9738.5,22.17383156,0,"{""type"":""Point"",""coordinates"":[22.22221946716309,-34.02861022949219]}"
000000000000000007a2,11,113.9000015,1955,-25.44722176,30.711667,-0.163989244,0.068717143,28-03-2012,58.9469986,808,8938,66.55016318,8,14281,145,163.2590444,0,0,0,15.66339565,31,59,43,12444.5,10010,19.90250994,0,"{""type"":""Point"",""coordinates"":[30.711667,-25.44722175598145]}"
000000000000000007a3,10,144.1999969,1956,-27.273889,28.48999977,,,29-03-2012,57.99399948,1502,,53.9145644,13,,151.8,13464.24366,0,21.92095488,21.92095488,13.45025376,25,64,60,,,18.73602448,0,"{""type"":""Point"",""coordinates"":[28.489999771118168,-27.273889000000004]}"
000000000000000007a4,23,320,1957,-27.29999924,28.586944,-0.218039604,-0.044665441,29-03-2012,105.0680008,1513,10672,54.48088309,10,15202,150.5,12.80499786,0,19.26931063,19.26931063,11.64384773,25,67,61,16623.5,13632.5,18.52468007,0,"{""type"":""Point"",""coordinates"":[28.586943999999995,-27.299999237060543]}"
000000000000000007a5,195,1005,1958,-28.37694359,24.303056,-0.165511029,0.016909621,29-03-2012,138.7079926,1013,9959,64.95512718,7,14388,204.3,15.42803719,0,0,26.30525469,3.292050869,22,73,64,13909.5,11508,20.74343007,0,"{""type"":""Point"",""coordinates"":[24.303056000000005,-28.376943588256836]}"
000000000000000007a6,21,200,1959,-30.1600914,27.4012394,-0.169591551,-0.029352469,29-03-2012,75.2460022,1417,10694,82.98956826,10,14203,163.2,230.6403185,0,22.5189217,50.85374383,5.100532597,21,66,60,15062,12002.5,15.91253815,0,"{""type"":""Point"",""coordinates"":[27.4012393951416,-30.160091400146484]}"
000000000000000007a7,10,199.8000031,1960,-30.33611107,27.35944366,0.141125638,0.092386148,29-03-2012,67.63899994,1384,5084,84.53222707,10,4605.5,164.1,5.500510522,0,32.79540663,44.82417279,2.836746042,25,67,54,3826.5,3634,15.40024974,57,"{""type"":""Point"",""coordinates"":[27.359443664550785,-30.33611106872559]}"
000000000000000007a8,10,141.6999969,1961,-27.42749977,28.52583313,-0.177725735,-0.01551924,30-03-2012,38.04999924,1513,9480,69.31231846,12,13163,150.40001,29.7930463,42.53210449,0,63.79815674,4.27352172,23,71,66,13578,11016.5,17.63089269,0,"{""type"":""Point"",""coordinates"":[28.525833129882812,-27.427499771118168]}"
000000000000000007a9,10,924,1962,-27.902778,24.615556,-0.208820751,0.056752466,30-03-2012,166.9550018,1053,10889,81.02989015,7,18639,204.3,1623.331115,0,0,28.92541005,1.049385724,21,69,65,16637,12686,16.85582759,0,"{""type"":""Point"",""coordinates"":[24.615556000000005,-27.902778]}"
000000000000000007aa,45,386,1963,-31.000833,26.35305595,-0.138592751,0.00994196,30-03-2012,162.0890045,1378,13938,89.9277015,7,18793,167.3,6622.353538,0,0,32.72201025,9.105492004,25,68,56,18423,16795,13.82710037,0,"{""type"":""Point"",""coordinates"":[26.353055953979492,-31.000833000000004]}"
000000000000000007ab,10,204.1999969,1964,-30.67972183,26.71249962,0.070098223,0.147391732,30-03-2012,76.4240036,1298,9968.5,87.09714957,13,11657.5,170.8,13357.07497,0,0,39.79733733,0,27,69,53,8662.5,8038,14.62340571,35,"{""type"":""Point"",""coordinates"":[26.712499618530273,-30.67972183227539]}"
000000000000000007ac,10,507,1965,-28.760833,17.73027802,,,1/4/2012,150.4689941,166,,52.50228683,16,,239.2,0.038670851,0,0,0,15.68506692,23,80,63,,,18.46075083,98,"{""type"":""Point"",""coordinates"":[17.73027801513672,-28.760833000000005]}"
000000000000000007ad,10,397,1966,-25.99135971,27.84207916,-0.191517895,0.057481933,2/4/2012,88.83799744,1364,9646,58.85321644,10,15950,158.8,2448.916354,0,3.114115432,59.26066747,2.964988382,26,62,60,14216,10915.5,15.76536649,0,"{""type"":""Point"",""coordinates"":[27.842079162597656,-25.991359710693363]}"
000000000000000007ae,10,105,1967,-28.73555565,29.820556,0.105775922,0.076370171,2/4/2012,36.5340004,954,4767,59.04988875,10,4492.5,148.3,5844.471283,0,0,0,3.851993413,28,66,52,3855,3750,15.13890165,0,"{""type"":""Point"",""coordinates"":[29.820556,-28.735555648803714]}"
000000000000000007af,10,99,1968,-29.38055611,30.27750015,-0.198587976,0.058719572,2/4/2012,27.29899979,1071,9081,76.2177655,8,15276,128.5,175.6581094,0,0,0,2.137672972,27,61,52,13581.5,10485,13.56061389,0,"{""type"":""Point"",""coordinates"":[30.277500152587894,-29.38055610656738]}"
000000000000000007b0,10,279.1000061,1969,-30.39805603,30.60194397,-0.133852831,0.218917221,2/4/2012,37.85100174,65,8781,68.63032981,9,17938.5,131,1256.367383,0,0,0,3.704791834,24,60,54,11495,8904,19.24013863,0,"{""type"":""Point"",""coordinates"":[30.601943969726573,-30.398056030273438]}"
000000000000000007b1,16,784,1970,-33.89777756,20.012778,-0.088218729,0.125133778,2/4/2012,67.0759964,137,8904,60.66181948,9,13667,193.5,582.9691849,0,0,10.06972978,17.86760772,18,71,63,10627,8752,19.30206896,0,"{""type"":""Point"",""coordinates"":[20.012778,-33.89777755737305]}"
000000000000000007b2,10,1043,1971,-34.065833,20.40416718,,,3/4/2012,135.4470062,64,,70.45909998,12,,178.8,348.2492114,0,0,0,5.876756687,16,63,66,,,19.66540616,26,"{""type"":""Point"",""coordinates"":[20.40416717529297,-34.065833]}"
000000000000000007b3,10,350.5,1972,-23.65805626,31.04999924,-0.172304122,0.004198459,3/4/2012,61.03099823,329,9629,58.75100555,10,13753,158.7,1.462784975,0,0,4.466126115,7.570359435,25,72,61,13638,11794.5,20.42460213,0,"{""type"":""Point"",""coordinates"":[31.049999237060554,-23.658056259155277]}"
000000000000000007b4,10,791,1973,-27.39861107,26.614722,-0.075679621,0.082053386,3/4/2012,248.1349945,1257,12980,52.1952087,10,17806,182.6,5008.419326,0,0,0,5.579448911,30,67,55,15105.5,12580,17.00923754,0,"{""type"":""Point"",""coordinates"":[26.614722,-27.398611068725586]}"
000000000000000007b5,10,517,1974,-27.671111,27.2369442,,,3/4/2012,210.4179993,1343,,47.34716297,13,,172.1,12659.07239,0,0,0,4.282532506,30,67,54,,,17.20446866,0,"{""type"":""Point"",""coordinates"":[27.2369441986084,-27.671111]}"
000000000000000007b6,82,668,1975,-25.45963889,28.26430556,,,3/4/2012,158.7279968,1098,,56.41373149,10,,167,213.1377754,0.258232001,0,0.258232001,2.96339529,23,64,63,,,17.31563403,0,"{""type"":""Point"",""coordinates"":[28.264305560000004,-25.45963889]}"
000000000000000007b7,10,803,1976,-27.39999962,26.62472153,-0.048037332,0.051149971,3/4/2012,252.5780029,1256,9537,52.1952087,10,11631.5,182.6,9965.066573,0,0,0,0.927409937,27,67,60,10499.5,9383.5,17.00923754,0,"{""type"":""Point"",""coordinates"":[26.62472152709961,-27.399999618530273]}"
000000000000000007b8,10,360.1000061,1977,-29.16166687,23.696389,,,4/4/2012,153.8930054,986,,49.3540233,7,,204.3,69.93351513,0,0,0,0,27,72,52,,,20.0432106,98,"{""type"":""Point"",""coordinates"":[23.696389,-29.16166687011719]}"
000000000000000007b9,10,560,1978,-25.81048333,27.90955222,-0.181002052,0.001517999,4/4/2012,168.8439941,1184,9579,50.64518455,7,13855,163.5,1321.94734,0,0,0,3.5999893,27,65,54,13813,11123.5,18.22053808,0,"{""type"":""Point"",""coordinates"":[27.909552220000002,-25.810483330000004]}"
000000000000000007ba,10,213.1000061,1979,-27.93777847,31.20944405,-0.158775433,0.111677994,4/4/2012,46.92200089,633,8848,69.79454392,10,15252.5,145.2,1385.17529,0,0,0,11.32380891,28,69,53,12188,9680,17.67138443,0,"{""type"":""Point"",""coordinates"":[31.209444046020508,-27.937778472900387]}"
000000000000000007bb,10,310.5,1980,-28.40444374,30.0130558,-0.243493522,-0.062739341,4/4/2012,72.20300293,1084,10130,50.94919775,10,14685,150.2,82.59912658,0,0,0,3.487029723,22,59,65,16651,13312,18.70108821,0,"{""type"":""Point"",""coordinates"":[30.013055801391598,-28.404443740844723]}"
000000000000000007bc,12,385,1981,-27.02313995,28.59388924,-0.014366075,0.068320019,4/4/2012,135.4470062,1493,11389,50.68641778,13,13440,152,8241.352167,0,0,0,5.882007317,29,65,57,11721,10419.5,17.15323664,43,"{""type"":""Point"",""coordinates"":[28.5938892364502,-27.02313995361328]}"
000000000000000007bd,10,679,1982,-26.88027763,26.96500015,-0.187214612,0.093927738,4/4/2012,217.6569977,1302,9434,47.42877379,10,16637,168.40001,153.8451071,0,0,0,1.393106924,,,,13780,10487,18.86401138,0,"{""type"":""Point"",""coordinates"":[26.96500015258789,-26.880277633666996]}"
000000000000000007be,10,212.3999939,1983,-27.273889,28.48999977,,,4/4/2012,46.44300079,1502,,47.83775102,13,,151.8,13464.24366,0,0,0.844739074,13.45025376,25,64,60,,,17.4811175,0,"{""type"":""Point"",""coordinates"":[28.489999771118168,-27.273889000000004]}"
000000000000000007bf,10,159.8999939,1984,-27.42749977,28.52583313,-0.177725735,-0.01551924,4/4/2012,54.59600067,1513,9480,46.32564835,12,13163,150.40001,29.7930463,0,0,0,4.27352172,23,71,66,13578,11016.5,17.4079567,0,"{""type"":""Point"",""coordinates"":[28.525833129882812,-27.427499771118168]}"
